user_id,gender_preference,budget_min,budget_max,location_preference,branch_preference,cleanliness_level,noise_tolerance,smoking_tolerance,pets_tolerance,party_tolerance
1915,Any,5000,15000,Wadala,CMPN,1,1,False,False,False
1916,Female,15000,25000,Wadala,CMPN,5,5,False,False,True
1917,Any,5000,25000,Dadar,INFT,3,1,True,False,True
1918,Male,15000,20000,Dadar,EXCS,1,2,True,False,True
1919,Male,5000,15000,Matunga,EXTC,3,1,True,False,False
1920,Male,10000,15000,Dadar,CMPN,2,2,False,False,False
1921,Female,25000,25000,Chembur,CMPN,3,4,True,False,False
1922,Male,20000,25000,Wadala,CMPN,3,2,False,False,False
1923,Any,10000,15000,Dadar,CMPN,1,3,False,True,True
1924,Female,15000,20000,Chembur,INFT,1,1,True,True,False
1925,Any,15000,20000,Dadar,EXCS,5,4,True,False,False
1926,Male,15000,25000,Chembur,CMPN,3,2,False,True,True
1927,Male,10000,10000,Chunabhatti,INFT,1,5,False,True,True
1928,Male,5000,10000,Chembur,EXCS,5,1,False,False,False
1929,Female,20000,25000,Matunga,EXCS,3,2,True,False,False
1930,Any,10000,15000,Chembur,EXTC,3,4,False,False,False
1931,Female,5000,15000,Dadar,BIOMED,2,5,False,True,True
1932,Female,20000,25000,Chunabhatti,CMPN,1,1,True,True,True
1933,Male,5000,15000,Chunabhatti,INFT,4,4,False,True,False
1934,Female,10000,25000,Chembur,EXCS,1,5,True,True,False
1935,Female,5000,15000,Dadar,EXTC,2,3,False,False,False
1936,Male,5000,5000,Chunabhatti,BIOMED,5,5,False,True,False
1937,Female,5000,15000,Chembur,EXCS,1,1,True,True,True
1938,Male,5000,15000,Chembur,EXCS,3,3,True,True,True
1939,Male,5000,15000,Chembur,CMPN,4,2,False,True,False
1940,Male,15000,20000,Chunabhatti,BIOMED,5,3,True,True,False
1941,Male,5000,25000,Wadala,BIOMED,1,3,True,False,True
1942,Female,10000,15000,Dadar,INFT,5,3,False,False,True
1943,Male,5000,15000,Matunga,EXTC,3,5,False,False,False
1944,Male,20000,25000,Matunga,INFT,4,3,False,False,True
1945,Female,15000,20000,Dadar,EXTC,3,3,True,True,True
1946,Female,10000,25000,Wadala,INFT,4,2,True,True,True
1947,Any,10000,10000,Dadar,EXTC,5,3,False,False,True
1948,Female,10000,15000,Chembur,CMPN,1,5,True,True,False
1949,Female,10000,20000,Dadar,EXTC,4,4,False,True,True
1950,Any,5000,5000,Dadar,INFT,3,4,True,True,False
1951,Female,5000,15000,Chunabhatti,BIOMED,4,5,False,False,True
1952,Female,5000,25000,Matunga,EXCS,5,5,True,False,True
1953,Female,10000,15000,Matunga,EXTC,5,3,True,True,False
1954,Female,10000,15000,Chembur,EXTC,5,5,False,True,True
1955,Any,25000,25000,Chembur,BIOMED,1,3,True,False,False
1956,Female,5000,15000,Chunabhatti,CMPN,5,1,True,False,False
1957,Female,5000,15000,Chembur,INFT,1,2,False,True,True
1958,Any,15000,25000,Wadala,CMPN,2,2,False,True,False
1959,Male,15000,20000,Chunabhatti,EXTC,4,2,False,True,False
1960,Any,15000,25000,Chunabhatti,EXTC,3,1,True,False,True
1961,Male,25000,25000,Dadar,CMPN,1,2,True,True,False
1962,Any,10000,25000,Dadar,INFT,1,3,True,False,True
1963,Any,10000,20000,Wadala,EXTC,3,4,False,True,False
1964,Female,5000,25000,Chunabhatti,EXTC,4,2,False,True,False
1965,Male,5000,5000,Chunabhatti,CMPN,5,2,False,False,True
1966,Female,10000,25000,Dadar,EXCS,4,3,True,False,False
1967,Male,10000,25000,Matunga,BIOMED,1,3,False,True,True
1968,Any,10000,15000,Matunga,EXTC,5,2,True,True,True
1969,Any,20000,20000,Dadar,INFT,2,5,True,False,False
1970,Male,10000,15000,Chembur,EXCS,3,1,True,True,False
1971,Female,5000,20000,Chunabhatti,CMPN,4,4,False,True,True
1972,Female,5000,10000,Wadala,CMPN,5,4,True,False,True
1973,Female,10000,10000,Matunga,INFT,3,1,True,False,False
1974,Female,25000,25000,Chembur,EXCS,4,2,False,False,False
1975,Any,10000,20000,Chunabhatti,INFT,1,2,False,True,True
1976,Any,10000,20000,Chembur,EXTC,1,2,False,True,False
1977,Any,5000,25000,Chunabhatti,EXCS,1,2,False,True,True
1978,Any,5000,25000,Chunabhatti,BIOMED,2,2,True,False,False
1979,Any,20000,25000,Dadar,BIOMED,1,4,True,True,True
1980,Female,10000,15000,Dadar,INFT,1,2,False,False,False
1981,Female,5000,15000,Wadala,BIOMED,1,3,True,False,False
1982,Female,15000,15000,Wadala,INFT,5,5,False,True,False
1983,Female,5000,15000,Chembur,EXTC,3,2,True,True,True
1984,Any,5000,10000,Dadar,EXTC,2,3,False,True,False
1985,Any,10000,25000,Chunabhatti,INFT,4,4,False,False,True
1986,Any,15000,25000,Dadar,EXTC,2,3,True,False,True
1987,Male,10000,10000,Chunabhatti,BIOMED,3,1,True,False,False
1988,Female,25000,25000,Dadar,EXTC,1,1,True,False,False
1989,Female,10000,20000,Chunabhatti,BIOMED,1,3,True,True,False
1990,Any,5000,5000,Chembur,BIOMED,4,2,False,True,False
1991,Female,5000,20000,Dadar,CMPN,2,2,True,True,False
1992,Female,5000,25000,Matunga,EXTC,2,2,True,False,True
1993,Any,10000,15000,Matunga,EXTC,4,3,False,False,False
1994,Male,10000,10000,Chunabhatti,INFT,2,1,True,True,True
1995,Male,10000,20000,Chembur,INFT,2,1,False,False,False
1996,Male,25000,25000,Chunabhatti,EXCS,2,4,True,True,True
1997,Any,5000,25000,Chembur,BIOMED,4,1,True,True,False
1998,Female,20000,20000,Wadala,CMPN,4,1,False,True,True
1999,Any,15000,20000,Dadar,BIOMED,3,5,False,False,False
2000,Any,5000,5000,Chembur,EXTC,2,1,False,False,False
2001,Female,20000,25000,Chunabhatti,EXCS,3,3,False,True,False
2002,Male,10000,25000,Wadala,BIOMED,5,2,True,True,False
2003,Male,10000,15000,Chunabhatti,EXCS,5,3,True,True,True
2004,Any,10000,15000,Matunga,BIOMED,2,2,True,False,False
2005,Male,5000,20000,Matunga,EXTC,1,2,True,False,False
2006,Any,10000,25000,Dadar,EXTC,5,4,False,True,False
2007,Any,10000,15000,Dadar,BIOMED,1,1,False,True,False
2008,Female,20000,25000,Wadala,CMPN,3,4,False,True,True
2009,Female,10000,20000,Matunga,EXTC,2,2,False,True,True
2010,Female,10000,25000,Chembur,INFT,3,5,True,True,False
2011,Any,5000,10000,Matunga,CMPN,3,5,True,False,True
2012,Female,15000,25000,Dadar,BIOMED,4,4,False,True,False
2013,Male,15000,20000,Chunabhatti,CMPN,2,4,True,False,False
2014,Male,5000,20000,Wadala,INFT,4,1,False,True,True
2015,Any,5000,10000,Matunga,EXTC,3,4,True,False,False
2016,Any,10000,15000,Chembur,EXTC,1,4,False,False,False
2017,Female,5000,25000,Chembur,EXTC,2,3,True,True,True
2018,Any,10000,15000,Chembur,INFT,2,4,True,False,True
2019,Any,15000,20000,Wadala,CMPN,5,4,True,False,False
2020,Male,15000,25000,Chembur,BIOMED,1,3,False,True,False
2021,Male,5000,15000,Chembur,BIOMED,1,2,False,False,False
2022,Female,10000,20000,Matunga,CMPN,3,2,False,False,False
2023,Any,15000,25000,Wadala,EXTC,3,3,True,True,False
2024,Any,5000,5000,Chunabhatti,BIOMED,3,1,True,False,False
2025,Male,10000,25000,Chunabhatti,EXTC,5,4,True,False,False
2026,Any,5000,25000,Chembur,EXCS,1,1,True,False,False
2027,Male,20000,25000,Dadar,EXCS,4,5,True,True,True
2028,Female,15000,20000,Wadala,BIOMED,1,1,True,True,True
2029,Male,25000,25000,Dadar,CMPN,4,4,True,True,False
2030,Any,5000,20000,Wadala,CMPN,2,2,False,False,False
2031,Female,10000,20000,Wadala,CMPN,4,4,False,True,False
2032,Male,10000,15000,Matunga,EXTC,2,4,False,True,False
2033,Male,5000,25000,Chembur,EXCS,3,4,False,False,False
2034,Female,10000,15000,Matunga,EXTC,1,1,True,True,True
2035,Female,5000,10000,Dadar,INFT,3,2,True,True,True
2036,Male,10000,20000,Dadar,INFT,1,2,False,False,True
2037,Any,10000,25000,Chunabhatti,BIOMED,4,1,True,True,False
2038,Male,5000,25000,Matunga,INFT,1,1,True,True,True
2039,Female,10000,15000,Matunga,CMPN,4,1,True,False,False
2040,Male,25000,25000,Matunga,BIOMED,1,5,False,True,False
2041,Female,20000,25000,Chunabhatti,EXCS,2,5,False,True,True
2042,Female,20000,25000,Matunga,EXCS,4,4,True,False,True
2043,Any,15000,25000,Matunga,INFT,3,5,False,False,False
2044,Female,10000,15000,Matunga,INFT,3,1,True,True,True
2045,Female,5000,20000,Matunga,EXCS,3,1,True,False,False
2046,Any,10000,20000,Dadar,INFT,3,1,False,False,True
2047,Female,5000,20000,Chembur,INFT,2,2,False,True,True
2048,Any,20000,25000,Dadar,EXTC,2,2,True,False,False
2049,Any,10000,15000,Matunga,EXCS,5,5,True,False,False
2050,Female,5000,10000,Wadala,EXCS,5,3,True,True,True
2051,Female,20000,20000,Wadala,INFT,5,3,True,False,False
2052,Male,20000,20000,Chunabhatti,CMPN,5,1,False,True,True
2053,Any,5000,20000,Dadar,EXTC,1,2,False,True,True
2054,Male,10000,10000,Chunabhatti,CMPN,4,4,False,False,True
2055,Female,5000,10000,Chunabhatti,INFT,3,5,False,True,True
2056,Male,5000,10000,Wadala,EXCS,1,2,True,False,False
2057,Any,20000,25000,Dadar,CMPN,2,1,True,True,False
2058,Male,5000,15000,Chembur,BIOMED,3,1,False,True,False
2059,Any,10000,20000,Dadar,CMPN,4,3,True,False,True
2060,Female,5000,20000,Chunabhatti,EXCS,4,1,False,False,False
2061,Female,10000,20000,Matunga,INFT,2,1,True,False,False
2062,Any,15000,15000,Chunabhatti,CMPN,3,4,False,False,True
2063,Female,10000,10000,Dadar,INFT,5,5,False,True,False
2064,Female,20000,25000,Wadala,EXTC,3,4,True,True,True
2065,Female,5000,20000,Dadar,BIOMED,3,3,False,False,False
2066,Female,15000,25000,Chembur,EXCS,4,2,False,True,True
2067,Any,5000,10000,Matunga,EXCS,2,3,False,False,True
2068,Male,15000,20000,Matunga,INFT,3,1,True,False,False
2069,Male,10000,20000,Chunabhatti,BIOMED,1,5,True,True,False
2070,Female,5000,15000,Dadar,EXCS,1,1,False,True,False
2071,Male,25000,25000,Wadala,CMPN,2,5,False,False,False
2072,Male,10000,20000,Chembur,EXCS,5,5,False,True,True
2073,Female,15000,25000,Chunabhatti,CMPN,3,5,True,False,True
2074,Female,5000,10000,Dadar,EXCS,3,2,False,False,False
2075,Male,5000,20000,Wadala,CMPN,4,3,True,False,True
2076,Any,10000,25000,Dadar,EXTC,3,2,False,False,False
2077,Female,10000,15000,Wadala,INFT,5,2,True,True,True
2078,Any,5000,25000,Dadar,EXTC,3,2,False,True,False
2079,Male,5000,5000,Dadar,CMPN,3,4,False,True,False
2080,Female,15000,25000,Chunabhatti,INFT,4,4,False,False,True
2081,Any,5000,25000,Dadar,BIOMED,1,4,False,False,True
2082,Female,5000,10000,Dadar,CMPN,1,2,True,False,True
2083,Male,25000,25000,Chunabhatti,EXCS,5,1,False,False,True
2084,Any,5000,10000,Chunabhatti,EXCS,2,4,False,True,False
2085,Male,15000,25000,Matunga,BIOMED,2,4,True,False,False
2086,Male,10000,10000,Matunga,EXTC,4,2,True,False,True
2087,Female,10000,15000,Chunabhatti,CMPN,3,3,False,False,True
2088,Any,5000,15000,Chembur,EXCS,4,1,True,True,True
2089,Male,20000,25000,Wadala,INFT,1,5,False,False,False
2090,Male,20000,25000,Chunabhatti,BIOMED,5,5,True,True,False
2091,Any,15000,25000,Matunga,EXTC,2,1,False,False,True
2092,Male,10000,10000,Dadar,EXTC,3,2,True,True,False
2093,Male,10000,20000,Chunabhatti,INFT,2,3,True,False,True
2094,Any,10000,25000,Chunabhatti,INFT,1,3,False,True,False
2095,Any,20000,20000,Matunga,BIOMED,3,5,True,True,False
2096,Any,20000,25000,Matunga,INFT,1,3,True,True,True
2097,Any,10000,15000,Chembur,EXCS,2,5,False,False,True
2098,Female,20000,20000,Matunga,EXTC,2,4,True,True,False
2099,Any,10000,15000,Matunga,INFT,1,2,False,True,True
2100,Female,5000,20000,Matunga,CMPN,3,3,False,True,False
2101,Female,10000,20000,Dadar,INFT,1,2,True,True,False
2102,Female,15000,25000,Chunabhatti,EXTC,3,4,True,True,True
2103,Male,10000,25000,Chunabhatti,EXCS,4,1,False,True,True
2104,Female,25000,25000,Matunga,INFT,4,1,False,True,False
2105,Female,5000,20000,Chembur,EXCS,3,1,True,True,True
2106,Male,20000,25000,Matunga,CMPN,1,5,False,False,False
2107,Male,10000,25000,Chembur,EXTC,3,5,True,True,True
2108,Male,15000,20000,Chunabhatti,BIOMED,2,1,True,True,False
2109,Any,20000,25000,Chembur,EXTC,1,4,True,True,True
2110,Male,10000,25000,Chembur,BIOMED,3,5,True,True,False
2111,Male,10000,20000,Wadala,BIOMED,2,1,False,True,True
2112,Female,5000,10000,Chembur,EXTC,5,2,True,False,False
2113,Male,20000,25000,Chembur,BIOMED,2,1,False,False,True
2114,Any,10000,25000,Dadar,EXCS,3,1,False,True,False
2115,Male,5000,20000,Chunabhatti,CMPN,1,2,True,False,True
2116,Any,20000,25000,Matunga,INFT,1,5,True,False,False
2117,Male,15000,20000,Wadala,BIOMED,4,2,True,False,True
2118,Male,5000,15000,Chembur,BIOMED,3,5,True,False,True
2119,Male,20000,25000,Dadar,EXTC,2,4,False,True,False
2120,Male,10000,15000,Dadar,EXCS,2,5,True,False,True
2121,Any,5000,15000,Matunga,INFT,3,3,False,False,True
2122,Any,5000,15000,Matunga,BIOMED,2,5,False,True,False
2123,Female,15000,25000,Chunabhatti,EXCS,5,3,True,True,False
2124,Any,10000,10000,Chembur,INFT,4,5,True,True,True
2125,Male,10000,15000,Dadar,EXTC,1,2,False,True,True
2126,Female,10000,10000,Wadala,BIOMED,2,5,False,False,True
2127,Female,10000,15000,Chunabhatti,EXTC,5,1,False,False,True
2128,Female,25000,25000,Chembur,EXTC,3,5,False,False,False
2129,Male,5000,10000,Matunga,BIOMED,2,2,False,False,True
2130,Any,10000,10000,Chembur,EXCS,3,2,True,False,False
2131,Male,15000,25000,Matunga,EXCS,5,5,False,False,True
2132,Female,5000,10000,Chembur,EXTC,5,5,False,True,True
2133,Male,15000,20000,Wadala,EXTC,1,5,False,False,True
2134,Male,15000,20000,Chunabhatti,CMPN,3,4,True,True,False
2135,Any,5000,5000,Matunga,INFT,4,3,False,False,True
2136,Any,5000,15000,Wadala,EXTC,1,5,True,True,True
2137,Female,5000,10000,Dadar,EXTC,3,5,False,True,True
2138,Male,20000,20000,Wadala,INFT,3,3,True,True,True
2139,Male,10000,15000,Wadala,BIOMED,5,1,True,False,True
2140,Any,20000,20000,Wadala,EXCS,5,4,True,False,False
2141,Male,5000,5000,Matunga,BIOMED,3,4,False,False,True
2142,Male,5000,15000,Dadar,INFT,5,1,False,False,True
2143,Male,5000,25000,Chunabhatti,INFT,3,3,True,False,False
2144,Any,15000,25000,Wadala,CMPN,3,3,True,True,False
2145,Female,15000,25000,Matunga,CMPN,1,2,False,False,False
2146,Female,15000,25000,Matunga,EXCS,1,3,True,True,False
2147,Male,5000,20000,Chunabhatti,EXTC,4,4,True,True,True
2148,Female,20000,25000,Chembur,INFT,1,2,True,False,False
2149,Any,5000,20000,Dadar,CMPN,2,5,True,False,False
2150,Any,5000,25000,Dadar,BIOMED,2,5,True,True,False
2151,Female,25000,25000,Wadala,CMPN,5,5,True,False,True
2152,Female,10000,25000,Chembur,BIOMED,2,2,True,True,True
2153,Male,5000,10000,Dadar,CMPN,1,4,False,True,False
2154,Female,10000,25000,Wadala,BIOMED,4,3,True,False,True
2155,Male,20000,25000,Chembur,CMPN,3,2,True,True,True
2156,Male,20000,25000,Matunga,CMPN,4,4,True,False,True
2157,Any,15000,25000,Wadala,EXCS,1,3,False,False,False
2158,Any,5000,15000,Chembur,EXTC,1,1,False,True,True
2159,Any,10000,10000,Chunabhatti,INFT,1,4,True,False,True
2160,Any,10000,25000,Dadar,EXTC,5,1,True,True,True
2161,Female,5000,20000,Wadala,EXCS,2,5,False,False,False
2162,Any,10000,25000,Matunga,BIOMED,1,5,True,True,True
2163,Female,15000,20000,Wadala,EXTC,3,4,False,False,False
2164,Any,20000,20000,Dadar,INFT,2,1,True,False,True
2165,Female,10000,25000,Dadar,INFT,2,2,True,True,False
2166,Male,10000,15000,Chembur,BIOMED,5,3,False,False,True
2167,Female,10000,10000,Matunga,INFT,4,5,False,False,True
2168,Female,5000,25000,Chembur,EXCS,2,5,False,True,False
2169,Any,5000,25000,Matunga,EXTC,2,5,True,False,False
2170,Female,20000,20000,Wadala,INFT,1,5,True,False,True
2171,Male,10000,25000,Wadala,EXTC,3,4,True,True,True
2172,Male,20000,20000,Chembur,CMPN,1,4,True,False,True
2173,Any,20000,25000,Chunabhatti,EXTC,3,1,True,False,True
2174,Male,15000,20000,Dadar,BIOMED,2,2,True,False,False
2175,Female,20000,20000,Chembur,EXCS,3,1,True,False,True
2176,Male,5000,15000,Chembur,INFT,1,2,False,False,True
2177,Any,10000,15000,Wadala,EXCS,1,4,True,False,False
2178,Female,5000,5000,Dadar,EXTC,4,5,False,False,False
2179,Any,10000,20000,Chembur,INFT,5,1,True,True,True
2180,Female,15000,20000,Wadala,EXCS,4,2,False,False,False
2181,Male,15000,25000,Wadala,BIOMED,2,3,False,True,False
2182,Any,5000,15000,Chembur,CMPN,3,2,True,True,True
2183,Any,10000,25000,Chembur,CMPN,1,1,True,False,False
2184,Female,5000,25000,Wadala,BIOMED,1,4,True,True,False
2185,Any,10000,15000,Chembur,CMPN,1,5,True,True,False
2186,Female,5000,20000,Dadar,BIOMED,1,3,True,True,False
2187,Female,5000,10000,Wadala,EXTC,2,1,False,False,True
2188,Female,5000,20000,Wadala,BIOMED,5,4,True,True,False
2189,Female,15000,20000,Chembur,CMPN,4,2,True,True,False
2190,Male,15000,25000,Chembur,EXTC,4,4,False,False,False
2191,Female,20000,25000,Chembur,BIOMED,1,4,True,True,False
2192,Any,20000,25000,Dadar,BIOMED,1,5,False,True,True
2193,Male,10000,15000,Wadala,EXTC,3,1,False,True,True
2194,Any,20000,25000,Chunabhatti,INFT,1,4,True,True,False
2195,Male,5000,20000,Dadar,CMPN,4,2,False,True,False
2196,Female,20000,20000,Dadar,INFT,3,2,True,False,True
2197,Male,5000,15000,Wadala,EXTC,3,5,False,False,False
2198,Male,15000,25000,Chunabhatti,EXTC,1,4,False,False,True
2199,Any,5000,20000,Wadala,EXCS,3,2,False,False,True
2200,Any,15000,25000,Dadar,EXCS,5,2,True,True,False
2201,Female,20000,20000,Chembur,EXTC,1,5,True,False,False
2202,Male,5000,10000,Wadala,EXCS,5,4,True,False,False
2203,Male,10000,10000,Wadala,BIOMED,1,5,False,False,True
2204,Male,15000,15000,Chembur,INFT,5,4,False,False,True
2205,Female,10000,20000,Chunabhatti,EXTC,1,2,False,True,False
2206,Female,10000,15000,Chunabhatti,BIOMED,4,1,True,False,False
2207,Female,5000,10000,Wadala,CMPN,1,2,False,False,True
2208,Female,15000,15000,Chembur,CMPN,4,1,True,False,False
2209,Female,15000,15000,Wadala,EXCS,2,4,False,True,True
2210,Any,10000,15000,Chembur,EXCS,2,4,False,False,False
2211,Male,10000,15000,Dadar,BIOMED,1,3,False,True,True
2212,Male,10000,20000,Chembur,CMPN,4,4,False,False,True
2213,Male,15000,25000,Wadala,EXTC,4,4,False,False,False
2214,Male,15000,25000,Matunga,INFT,3,3,True,True,False
2215,Male,15000,20000,Chunabhatti,EXCS,3,1,False,True,False
2216,Male,20000,25000,Wadala,BIOMED,5,4,False,False,True
2217,Male,5000,20000,Chembur,EXCS,3,5,False,False,False
2218,Male,10000,20000,Chembur,BIOMED,1,4,False,False,True
2219,Any,10000,20000,Chunabhatti,CMPN,3,4,False,True,True
2220,Male,15000,20000,Wadala,EXCS,3,2,True,True,True
2221,Any,10000,25000,Matunga,BIOMED,1,4,True,True,True
2222,Female,5000,20000,Dadar,BIOMED,1,4,True,True,False
2223,Male,15000,20000,Matunga,EXCS,5,5,False,True,True
2224,Female,15000,20000,Dadar,INFT,4,3,True,True,False
2225,Female,20000,25000,Dadar,EXTC,3,3,False,False,False
2226,Female,15000,15000,Wadala,CMPN,2,3,False,False,True
2227,Any,15000,25000,Dadar,EXCS,4,2,False,False,True
2228,Female,10000,20000,Chembur,EXCS,1,4,True,True,True
2229,Female,5000,15000,Dadar,INFT,3,1,False,False,True
2230,Female,5000,5000,Dadar,CMPN,5,1,True,False,False
2231,Male,5000,15000,Chunabhatti,EXCS,2,5,True,True,True
2232,Male,10000,20000,Chunabhatti,INFT,4,2,False,False,True
2233,Any,15000,25000,Wadala,EXTC,3,2,False,True,True
2234,Any,20000,25000,Wadala,BIOMED,1,4,False,True,True
2235,Male,15000,25000,Chembur,EXTC,4,1,False,False,True
2236,Any,25000,25000,Chunabhatti,EXTC,2,2,True,False,False
2237,Male,5000,10000,Matunga,EXTC,1,5,True,False,True
2238,Female,10000,25000,Wadala,EXTC,2,1,False,False,True
2239,Female,10000,25000,Wadala,BIOMED,3,2,True,True,False
2240,Any,10000,15000,Chunabhatti,CMPN,4,4,False,True,False
2241,Male,20000,25000,Chunabhatti,CMPN,5,4,True,True,True
2242,Male,20000,25000,Chembur,INFT,3,4,True,False,False
2243,Any,25000,25000,Chunabhatti,INFT,3,4,True,False,False
2244,Male,25000,25000,Dadar,EXCS,5,1,True,True,False
2245,Female,10000,20000,Matunga,EXTC,5,1,True,True,True
2246,Any,20000,20000,Dadar,EXTC,1,2,False,False,True
2247,Any,15000,20000,Dadar,BIOMED,2,5,True,False,False
2248,Male,5000,15000,Dadar,EXTC,3,3,False,False,True
2249,Any,10000,20000,Wadala,BIOMED,1,3,True,False,True
2250,Male,5000,15000,Dadar,EXCS,1,4,True,True,False
2251,Male,20000,20000,Wadala,INFT,3,2,False,True,True
2252,Male,10000,15000,Chunabhatti,INFT,2,3,False,True,True
2253,Male,15000,20000,Matunga,EXCS,5,3,True,False,True
2254,Male,5000,20000,Matunga,EXCS,3,3,False,True,True
2255,Any,10000,20000,Dadar,EXTC,2,3,False,True,True
2256,Female,10000,20000,Matunga,INFT,5,3,True,False,True
2257,Female,15000,20000,Wadala,CMPN,4,2,False,False,True
2258,Any,5000,15000,Chunabhatti,EXCS,3,3,True,False,True
2259,Any,5000,10000,Dadar,INFT,3,3,True,False,False
2260,Female,15000,25000,Chembur,INFT,2,2,False,False,True
2261,Female,25000,25000,Matunga,BIOMED,1,1,False,True,False
2262,Female,20000,25000,Matunga,INFT,1,1,True,False,False
2263,Female,15000,20000,Dadar,EXCS,2,1,False,True,True
2264,Female,10000,20000,Matunga,EXTC,3,3,True,True,True
2265,Male,15000,20000,Matunga,INFT,3,2,True,False,False
2266,Any,10000,20000,Chembur,CMPN,3,1,False,False,False
2267,Male,15000,20000,Wadala,EXCS,4,4,True,False,False
2268,Female,15000,25000,Dadar,EXTC,1,4,True,True,True
2269,Female,15000,20000,Dadar,EXTC,4,2,True,True,False
2270,Female,15000,25000,Chembur,EXCS,3,3,True,False,False
2271,Male,15000,25000,Chembur,EXTC,1,1,True,True,True
2272,Male,5000,10000,Wadala,CMPN,3,3,True,False,True
2273,Female,20000,25000,Chunabhatti,INFT,3,1,False,False,False
2274,Male,15000,25000,Dadar,EXCS,2,5,False,True,True
2275,Male,5000,25000,Matunga,INFT,1,5,False,False,True
2276,Female,5000,15000,Wadala,INFT,3,3,True,True,True
2277,Male,10000,20000,Dadar,EXTC,5,4,True,False,False
2278,Any,5000,25000,Wadala,EXCS,5,3,False,False,True
2279,Any,15000,15000,Chunabhatti,INFT,3,1,True,True,False
2280,Any,10000,20000,Dadar,BIOMED,2,3,True,False,True
2281,Any,15000,20000,Matunga,CMPN,3,3,False,False,True
2282,Female,10000,20000,Dadar,EXTC,5,1,True,False,True
2283,Female,15000,15000,Wadala,EXCS,1,4,False,True,False
2284,Female,20000,25000,Chunabhatti,EXCS,2,5,True,False,True
2285,Any,25000,25000,Wadala,EXTC,3,1,False,True,False
2286,Any,5000,10000,Wadala,INFT,5,3,False,False,False
2287,Male,5000,20000,Chembur,EXTC,1,2,True,False,True
2288,Male,5000,20000,Wadala,EXCS,5,3,True,True,True
2289,Any,10000,20000,Chunabhatti,BIOMED,2,3,False,True,True
2290,Any,25000,25000,Matunga,INFT,4,2,True,True,True
2291,Any,10000,20000,Chembur,EXTC,3,3,False,False,False
2292,Any,5000,5000,Wadala,EXCS,1,2,False,False,False
2293,Male,5000,25000,Dadar,EXCS,2,3,True,False,False
2294,Any,10000,10000,Chembur,EXCS,2,4,False,False,False
2295,Male,5000,5000,Chunabhatti,BIOMED,4,5,False,True,False
2296,Any,5000,15000,Dadar,INFT,4,4,True,True,True
2297,Any,15000,25000,Chunabhatti,EXTC,3,1,True,False,True
2298,Any,5000,5000,Dadar,INFT,3,1,False,True,False
2299,Male,5000,10000,Matunga,EXCS,2,3,False,True,True
2300,Male,10000,25000,Chunabhatti,BIOMED,3,1,True,False,False
2301,Female,15000,25000,Dadar,BIOMED,3,1,False,True,True
2302,Any,5000,15000,Chunabhatti,EXCS,4,3,True,True,True
2303,Female,10000,25000,Chembur,INFT,2,3,False,True,True
2304,Female,5000,25000,Chunabhatti,INFT,5,5,False,False,False
2305,Male,5000,15000,Chunabhatti,BIOMED,5,2,True,True,True
2306,Male,15000,20000,Dadar,CMPN,1,3,False,False,False
2307,Female,10000,25000,Chunabhatti,BIOMED,4,5,False,False,True
2308,Any,15000,25000,Matunga,BIOMED,1,4,True,False,False
2309,Male,15000,25000,Wadala,EXTC,2,1,False,True,True
2310,Any,15000,15000,Chembur,BIOMED,5,2,False,True,False
2311,Any,5000,20000,Dadar,CMPN,5,4,True,True,True
2312,Female,10000,20000,Chunabhatti,BIOMED,5,3,False,True,False
2313,Female,10000,15000,Chunabhatti,INFT,1,4,True,True,True
2314,Female,5000,20000,Chunabhatti,EXTC,3,5,False,True,False
2315,Female,10000,20000,Chembur,EXTC,1,3,False,True,False
2316,Male,15000,25000,Wadala,BIOMED,5,3,False,True,True
2317,Male,15000,15000,Matunga,EXTC,4,2,True,True,False
2318,Female,10000,25000,Matunga,EXTC,4,5,False,True,True
2319,Male,10000,25000,Dadar,BIOMED,1,1,False,True,False
2320,Female,5000,5000,Wadala,CMPN,1,4,False,False,False
2321,Any,10000,10000,Wadala,BIOMED,2,2,False,True,False
2322,Any,5000,25000,Chembur,INFT,1,2,False,True,False
2323,Any,5000,25000,Chunabhatti,EXCS,1,3,False,False,False
2324,Female,10000,25000,Wadala,CMPN,5,4,True,False,True
2325,Any,15000,25000,Chunabhatti,BIOMED,3,2,True,True,False
2326,Male,20000,25000,Chembur,CMPN,5,3,False,True,True
2327,Any,5000,5000,Dadar,EXCS,3,3,True,False,True
2328,Any,5000,20000,Dadar,EXTC,5,5,True,True,True
2329,Any,15000,25000,Chunabhatti,EXTC,5,3,False,False,False
2330,Male,10000,15000,Chunabhatti,EXCS,2,1,False,False,True
2331,Female,20000,25000,Wadala,EXTC,3,5,False,False,True
2332,Male,5000,25000,Chembur,CMPN,5,5,True,False,False
2333,Female,5000,25000,Dadar,EXTC,5,1,False,True,False
2334,Female,5000,10000,Wadala,EXCS,3,1,True,False,False
2335,Any,10000,15000,Matunga,EXCS,2,2,False,False,False
2336,Female,20000,20000,Wadala,EXCS,3,2,False,True,True
2337,Male,15000,20000,Chunabhatti,INFT,2,1,False,False,False
2338,Male,5000,20000,Matunga,CMPN,2,2,False,False,True
2339,Female,5000,25000,Wadala,EXCS,4,1,False,False,True
2340,Any,5000,25000,Chembur,CMPN,2,1,False,False,False
2341,Any,15000,25000,Dadar,INFT,4,3,False,False,False
